id,name,icon,rarity,rarity_label,cost,tags,description,build_hints,flavor,craft_only,is_container
rainbow_goobert,Радужный губерт,🌈,godly,Божественный,50,питомец; яд; вампирский; дебафф; дальний; крафт,"После 9 активаций: +40 HP, +2 выносливости, +20 блока, +20 HP, оружие +4, +3 яда.","Билд: яд / DoT, вампиризм, Ranger дальний бой · Крафт: Steel+Blood+Light+Goobert+класс · Пары: Pestilence Flask, Death Scythe, ядовитые питомцы","Капля на металле расползается медленно — как пятно на стене, которое появляется каждую ночь.",да,
rainbow_badge,Радужный значок,🌈,unique,Уникальный,5,аксессуар; дальний; крафт,Каждые 7 сек: +1 к самому слабому бонусу. В магазине чаще предметы класса «любой класс».,"Билд: Ranger дальний бой · Пары: Lucky Clover, Acorn Collar, Fortuna-ветка",Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,,
paradise_birb,Райская птичка,🦜,godly,Божественный,20,питомец; святой,На 7% чаще срабатывают эффекты предметов. +7% к лечению. На 7% быстрее за «питомцы». Каждые 2.7 сек: 7% +1 усиление.,Билд: питомцы,"Спутник не живой. Он просто ещё не понял, что давно умер — и потому остаётся рядом.",,
molten_spear,Раскалённое копьё,🔱🌋,epic,Эпический,8,оружие; огонь; ближний; крафт,Перед промахом: −1 жар → попадание и +5 урона. Снять 5 блока.,"Билд: огонь / Pyromancer · Крафт: Spear + 2× Flame · Пары: Whetstone, Gloves of Haste",Удар им не больнее обычного. Просто после удара дольше не слышишь собственный пульс.,да,
molten_greatsword,Раскалённый двуручник,⚔️🌋,godly,Божественный,18,оружие; огонь; ближний; крафт,При попадании: −2 жара → +4 жара. При 5+ жара: +1 усиление.,"Билд: огонь / Pyromancer · Пары: Whetstone, Gloves of Haste","Когда-то это было оружием. Теперь — улика. Кровь здесь не красная, а цвета старой плёнки.",да,
molten_dagger,Раскалённый кинжал,🔪🌋,epic,Эпический,6,оружие; огонь; ближний; крафт,"тратит 1 жар, следующая атака +2 урона. Дополнительная атака по оглушённому противнику. Удар 3–7 урона. замедление 18%.","Билд: огонь / Pyromancer · Крафт: Dagger + 2× Flame · Пары: Whetstone, Gloves of Haste","Когда-то это было оружием. Теперь — улика. Кровь здесь не красная, а цвета старой плёнки.",да,
reverse,Реверс!,🃏🔄,rare,Редкий,3,карта; крафт,В начале боя: +2 усиление. +25% урона на 4 сек.,Универсальный / автономный,Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,,
rusty_sword,Ржавый меч,🗡️,common,Обычный,2,оружие; ближний,Удар 1–3 урона.,,Удар им не больнее обычного. Просто после удара дольше не слышишь собственный пульс.,,
ruby_egg,Рубиновое яйцо,🥚💎,legendary,Легендарный,10,питомец,В начале боя: +4 шип. +8% к урону.,Билд: питомцы,"Глаза у него как у игрушки из автомата: стеклянные, и в них отражается не ты.",,
ruby_whelp,Рубиновый дракончик,🐉💎,godly,Божественный,10,питомец; огонь,В начале боя: Получить 5 жаров Отражает 3 дебаффов жара,Билд: огонь / драконы · Ветка: Ruby Chonk → Obsidian Dragon,"Огонь не освещает. Он показывает то, что стояло в темноте, пока ты отводил взгляд.",да,
ruby_chonk,Рубиновый толстяк,🐲💎,godly,Божественный,15,питомец; огонь; крафт,При попадании: +1 жар. При <12 выносливости: 30% оглушение 0.4с.,"Билд: огонь / Pyromancer, питомцы · Крафт: Ruby Whelp + Holo Fire Lizard · Пары: Draconic Orb, Oil Lamp, Flame-крафты · Синергия: стан → Dagger extra attack",Жар от него пахнет не дымом — горелой бумагой и чужими фотографиями.,да,
rune_of_protection,Руна защиты,🔷,rare,Редкий,7,магия; универсальный,+38% эффективности блока. Блок 6.,,"Магия здесь не светится. Она шепчет и портит воздух, как плесень в вентиляции.",,
rune_of_magic,Руна магии,✨,rare,Редкий,7,магия,+35% к магическому урону. Магический удар 1–4 урона.,,"Магия здесь не светится. Она шепчет и портит воздух, как плесень в вентиляции.",,
backpack,Рюкзак,🎒,uncommon,Необычный,4,сумка,+3 слотов рюкзака.,,"Внутри больше места, чем снаружи. Как комната, в которую ты заходишь и понимаешь — выхода не было никогда.",,да
dragonskin_boots,Сапоги из драконьей кожи,👢🐉,epic,Эпический,6,обувь; броня; ближний; питомец; крафт,"+3 защиты. +4 защиты. Боевая ярость (<50% HP): −урон, быстрее предметы. Лечение 5 HP.",Билд: питомцы · Крафт: Leather Boots + Forging Hammer,"Щит тяжелее, чем кажется. Как дверь, которую ты закрывал, зная, что за ней кто-то стоит.",да,
sapphire_whelp,Сапфировый дракончик,🐉💙,godly,Божественный,14,питомец; лёд; крафт,В начале боя: +6 блока. При попадании: −1 блок → +10 блока и случайный стак.,"Билд: лёд, питомцы","Прикосновение ледянее, чем должно быть. Как ручка двери в подвал, которую никто не открывал годами.",,
blood_harvester,Сборщик крови,🩸🌾,unique,Уникальный,11,аксессуар; вампирский; крафт,Бонусы на панели на 100% эффективнее. На 5% быстрее за каждый бонус на панели.,"Билд: вампиризм · Пары: Blood Amulet, Hungry Blade, Blood Goobert",Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,,
light_goobert,Светлый губерт,💡,godly,Божественный,18,питомец; дебафф; крафт; святой,После 6 активаций: +20 HP и +6 яда.,Билд: питомцы · Крафт: Goobert + Lightsaber,"Спутник не живой. Он просто ещё не понял, что давно умер — и потому остаётся рядом.",да,
lightsaber,Световой меч,⚔️💡,godly,Божественный,9,оружие; дебафф; ближний; святой,Потратить 3 выносливости — неуязвимость на 2 сек. +1 урона за каждый негатив на враге. Удар 8–12 урона.,"Пары: Whetstone, Gloves of Haste","Когда-то это было оружием. Теперь — улика. Кровь здесь не красная, а цвета старой плёнки.",,
spell_scroll_frostbolt,Свиток заклинания: Ледяная стрела,📜❄️,rare,Редкий,4,аксессуар; лёд; крафт,До 3 активаций за бой. Каждые 3 сек: наносит 5 магического урона. замедление 12%.,Билд: лёд,"Свиток из библиотеки, где книги стоят лицом к стене. Руны на пергаменте не светятся — они просто холоднее воздуха вокруг.",,
holy_armor,Святая броня,🦺✨,legendary,Легендарный,12,броня; святой,+4 защиты. В начале боя: +65 блок. +2 блок за «броня». Каждые 2.2 сек: тратит 2 блок.,"Билд: анти-яд / святой · Пары: Holy Spear, святые аксессуары","Щит тяжелее, чем кажется. Как дверь, которую ты закрывал, зная, что за ней кто-то стоит.",,
holy_spear,Святое копьё,🔱✨,godly,Божественный,18,оружие; святой; ближний; крафт,При попадании: снять 1 дебафф. Потратить 25 выносливости: неуязвимость 3с.,"Крафт: Spear + Glowing Crown · Пары: Whetstone, Gloves of Haste",Удар им не больнее обычного. Просто после удара дольше не слышишь собственный пульс.,да,
heart_container,Сердечный сосуд,❤️,godly,Божественный,11,аксессуар; святой,Каждые 3с: +1 сердце. При 7 сердцах: +100 макс. HP и +2 регена (раз).,Универсальный / автономный,"Украшение с чужого запястья. Размер подходит. Это должно тревожить сильнее, чем тревожит.",,
heart_of_darkness,Сердце тьмы,🖤,godly,Божественный,19,аксессуар; тёмный; крафт,Каждые 4с: украсть 2 урона. При 7 сердцах: +100 HP и +4 регена. Быстрее за тёмные предметы.,Билд: Reaper дебаффы · Крафт: Heart Container + Corrupted Crystal,Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,да,
strong_demonic_flask,Сильная демоническая склянка,🧪🔥,godly,Божественный,14,зелье; расходник; тёмный; крафт,Противник <50% или вы <25% HP: 8 маг. урона за дебафф.,Билд: Reaper дебаффы · Крафт: Demonic Flask + Corrupted Crystal,Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,да,
strong_divine_potion,Сильное божественное зелье,🧪🌟,godly,Божественный,15,зелье; расходник; святой; крафт,При 10+ дебаффах: снять 10 и +8 к сильнейшему стаку.,Крафт: Divine Potion + Cauldron,Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,,
strong_vampiric_potion,Сильное вампирское зелье,🧪🦇,godly,Божественный,12,зелье; расходник; вампирский; крафт,"Оба ниже 80% HP: +5 маны, 20 маг. урона с 100% вампиризмом.","Билд: вампиризм · Крафт: Vampiric Potion + Cauldron · Пары: Blood Amulet, Hungry Blade, Blood Goobert",Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,,
strong_heroic_potion,Сильное геройское зелье,🧪💪,legendary,Легендарный,9,зелье; расходник; крафт,При нулевой выносливости: +4 выносливости и +1 усиление.,Крафт: Heroic Potion + Banana,Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,да,
strong_health_potion,Сильное зелье здоровья,🧪💗,epic,Эпический,8,зелье; расходник; природа; крафт,"При HP ниже 50%: +24 HP, +3 регена и снять 4 дебаффа (раз).",Крафт: Health Potion + Healing Herbs,Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,да,
strong_stone_skin_potion,Сильное зелье каменной кожи,🧪🛡️,legendary,Легендарный,9,зелье; расходник; крафт,При 45 блока: −15 HP → +35 регена и +2 усиления.,Крафт: Stone Skin Potion + 2× Stone,Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,да,
strong_mana_potion,Сильное зелье маны,🧪✨,legendary,Легендарный,7,зелье; расходник; магия; крафт,При HP ниже 50%: +9 маны и +25 макс. HP (раз).,"Билд: мана / магия · Крафт: Mana Potion + Cauldron · Пары: Mana Orb, Mana Potion, магические посохи","Формула выучена не из книги — из сна, который повторяется каждый раз, когда засыпаешь в коридоре.",,
strong_pestilence_flask,Сильное ядовитое зелье,🧪💀,legendary,Легендарный,10,зелье; расходник; яд; крафт,Когда противник лечится: +3 яда. Каждые 3.5с: +3 яда.,"Билд: яд / DoT · Крафт: Fly Agaric + Pestilence Flask · Пары: Pestilence Flask, Death Scythe, ядовитые питомцы","Яд здесь не зелёный. Он прозрачный, как вода из крана в пустом доме.",да,
white_eyes_blue_dragon,Синий глазами белый дракон,🃏🐉,epic,Эпический,5,карта; питомец; крафт,В начале боя: +12 удача. +5 удача за карту. В начале боя: +3 холод. +15% к урону. +25% урона на 4 сек.,Билд: питомцы,"Спутник не живой. Он просто ещё не понял, что давно умер — и потому остаётся рядом.",,
glowing_crown,Сияющая корона,👑✨,godly,Божественный,12,броня; шлем; святой,"Потратить 10 выносливости — неуязвимость на 2 сек. Каждые 2.4 сек: снимает 1 негатива, лечит на 5 HP.",Универсальный / автономный,"Броня не защищает от ударов. Она защищает от осознания, что удар уже был — просто ты ещё не упал.",,
pan,Сковородка,🍳,common,Обычный,4,оружие; ближний; еда; крафт,+1 урона за каждый предмет «еда». Удар 5–6 урона.,"Билд: еда / Pan · Ветка: Eggscalibur, Pandamonium, Shovel · Пары: любая еда (⭐)","Железо, которое не ржавеет от времени — только от того, что на него смотрят слишком долго.",,
crossblades,Скрещённые клинки,⚔️,epic,Эпический,0,оружие; ближний,Удар 12–18 урона.,,Удар им не больнее обычного. Просто после удара дольше не слышишь собственный пульс.,да,
busted_blade,Сломанный клинок,⚔️💥,godly,Божественный,16,оружие; ближний; крафт,Боевая ярость: предметы на 40% быстрее. +1 урона за каждый бонус на панели.,Крафт: Impractically Large Greatsword + Forging Hammer,"Когда-то это было оружием. Теперь — улика. Кровь здесь не красная, а цвета старой плёнки.",да,
snow_stick,Снежная палка,🪄❄️,legendary,Легендарный,8,оружие; лёд; ближний,При попадании: +3 яда. При попадании: +2 яда себе. Удар 6–9 урона.,"Билд: лёд · Пары: Whetstone, Gloves of Haste","Детская палочка из реквизита «Снежной королевы». После последнего спектакля её нашли в пустой раздевалке — рядом со сценарием, где финал вычёркнут. Машни: из наконечника сыплется не снег, а белая пыль больничного коридора.",да,
snowcake,Снежный пирог,🍰❄️,unique,Уникальный,6,еда; лёд,На 10% быстрее за «еда». Каждые 3 сек: +1 холод. замедление 12%.,"Билд: лёд, еда / Pan","Прикосновение ледянее, чем должно быть. Как ручка двери в подвал, которую никто не открывал годами.",,
snowball,Снежок,⛄,epic,Эпический,4,аксессуар; лёд; крафт,В начале боя: +2 холод. +8% к урону.,Билд: лёд,"Слеплен из снега у входа в заброшенную школу. Внутри — не вода, а крошечные бумажные обрывки с чужими именами.",,
falcon_blade,Соколиный клинок,🦅,rare,Редкий,0,оружие; ближний,Удар 6–10 урона.,,"Когда-то это было оружием. Теперь — улика. Кровь здесь не красная, а цвета старой плёнки.",да,
sun_armor,Солнечная броня,☀️🦺,godly,Божественный,15,броня; огонь; святой; крафт,Каждые 3с: −1 блок → +12 HP и снять 2 дебаффа.,"Билд: огонь / Pyromancer · Крафт: Holy Armor + 2× Flame · Пары: Draconic Orb, Oil Lamp, Flame-крафты",Жар от него пахнет не дымом — горелой бумагой и чужими фотографиями.,да,
sun_shield,Солнечный щит,🛡️☀️,godly,Божественный,14,щит; броня; огонь; крафт; святой,"При 12 блока: 4 маг. урона. При блоке (30%): −14 урона, −0.7 выносливости.","Билд: огонь / Pyromancer · Крафт: Shield of Valor + 2× Flame · Пары: Draconic Orb, Oil Lamp, Flame-крафты",Жар от него пахнет не дымом — горелой бумагой и чужими фотографиями.,да,
pine_protector,Сосновый защитник,🛡️🌲,epic,Эпический,10,щит; броня; природа; крафт,При блоке: +8 HP и +2 регена. +1 защиты.,Крафт: Spiked Shield + Pineapple,"Броня не защищает от ударов. Она защищает от осознания, что удар уже был — просто ты ещё не упал.",да,
stable_recombobulator,Стабильный перекомбобулятор,⚗️,unique,Уникальный,6,аксессуар,"+10% к урону. Каждые 2.5 сек: +1 к самому слабому бонусу, снимает 1 негатива. В магазине перерабатывает содержимое сумки в новые предметы (по их общей цене).",Универсальный / автономный,"Украшение с чужого запястья. Размер подходит. Это должно тревожить сильнее, чем тревожит.",,
steel_goobert,Стальной губерт,⚙️,legendary,Легендарный,17,питомец; ближний; крафт,После 6 активаций: оружие +2 урона и +16 блока.,Билд: питомцы · Крафт: Goobert + Hero Sword,"Глаза у него как у игрушки из автомата: стеклянные, и в них отражается не ты.",да,
starter_bag,Сумка,👜,common,Обычный,0,сумка,,,"Внутри больше места, чем снаружи. Как комната, в которую ты заходишь и понимаешь — выхода не было никогда.",,да
ranger_bag,Сумка следопыта,🏹👜,unique,Уникальный,16,сумка; ranger; дальний,Внутри: +10% крит и +3% за стак.,Билд: Ranger · Кладём Shortbow / стрелы внутрь,"Внутри больше места, чем снаружи. Как комната, в которую ты заходишь и понимаешь — выхода не было никогда.",,да
storage_chest,Сундук,📦,rare,Редкий,7,сумка,+4 слотов рюкзака.,,"Внутри больше места, чем снаружи. Как комната, в которую ты заходишь и понимаешь — выхода не было никогда.",,да
mana_orb,Сфера маны,🔮,legendary,Легендарный,16,магия,Повтор магии (100%). Магический удар 2–7 урона.,,"Формула выучена не из книги — из сна, который повторяется каждый раз, когда засыпаешь в коридоре.",,
mana_orb_charm,Сфера маны (талисман),🔮,epic,Эпический,6,аксессуар; магия; крафт,+10% к магическому урону. Потратить 35 выносливости — неуязвимость на 2 сек.,"Билд: мана · Крафт: Magic Staff, Spectral Dagger · Пары: посохи, мана-зелья","Формула выучена не из книги — из сна, который повторяется каждый раз, когда засыпаешь в коридоре.",,
happy_bomb,Счастливая бомба,🎉,unique,Уникальный,7,аксессуар,Каждые 12 сек: наносит 20 магического урона. +15% урона на 4 сек.,Универсальный / автономный,"Украшение с чужого запястья. Размер подходит. Это должно тревожить сильнее, чем тревожит.",,
lucky_piggy,Счастливая копилка,🐷,epic,Эпический,7,аксессуар; удача; сокровище; крафт,В начале боя: +2 удачи. Эффекты на 12% чаще.,"Билд: крит / Luck, экономика / золото · Крафт: Piggybank + 2× Lucky Clover",Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,да,
lucky_clover,Счастливый клевер,🍀,rare,Редкий,2,аксессуар; удача; ranger; природа,В начале боя: +1 удача. +8% к урону.,"Билд: крит / Ranger · Крафт: Fortuna's Hope/Grace, Lucky Piggy","Украшение с чужого запястья. Размер подходит. Это должно тревожить сильнее, чем тревожит.",,
cheese,Сыр,🧀,legendary,Легендарный,8,еда; питомец,"Каждые 3.8 сек: +10 к макс. здоровью, даёт случайное усиление. Лечение 3 HP.","Билд: питомцы, еда / Pan",На вкус как память. Неприятная. Настоящая. Ты всё равно проглотишь.,,
sir_sand,Сэр Песок,🏖️,epic,Эпический,5,аксессуар; дебафф; ближний; крафт,В начале боя: получает на 25% меньше урона на 7 сек. В начале боя: +3 яда. +8% к урону.,Крафт: Pocket Sand + Hero Sword,"Предмет, который не лечит. Он только помогает болезни найти дорогу быстрее.",,
lucky_charm,Талисман,🍀,common,Обычный,2,универсальный; удача; аксессуар,+35 удачи.,,Инструмент из ящика «на всякий случай». В этом городе «всякий случай» — это каждый день.,,
dancing_dragon,Танцующий дракон,🐉💃,unique,Уникальный,12,питомец; музыка,В начале боя: +1 усиление. В начале боя: +1 удача. +8% к урону. +1 урона за каждый усиление.,Билд: питомцы,"Глаза у него как у игрушки из автомата: стеклянные, и в них отражается не ты.",,
darkest_lotus,Тёмнейший лотос,🪷🌑,godly,Божественный,5,карта; яд; тёмный; крафт,+4 усиление за карту. В начале боя: +4 усиление. В начале боя: крадёт 3 бонус у врага. +25% урона на 4 сек.,"Билд: яд / DoT, Reaper дебаффы · Пары: Pestilence Flask, Death Scythe, ядовитые питомцы","Яд здесь не зелёный. Он прозрачный, как вода из крана в пустом доме.",,
darksaber,Тёмный меч,⚔️🌑,godly,Божественный,16,оружие; дебафф; тёмный; крафт; ближний,При атаке: потратить 1 ману → +1 яд противнику. +0.5 урона за каждый дебафф противника.,"Билд: Reaper дебаффы · Крафт: Lightsaber + Corrupted Crystal · Пары: Whetstone, Gloves of Haste","Железо, которое не ржавеет от времени — только от того, что на него смотрят слишком долго.",да,
dark_lantern,Тёмный фонарь,🏮,unique,Уникальный,10,аксессуар; огонь; тёмный; крафт,"В начале боя: −50% HP. Перед поражением: перерождение с 50% HP, неуязвимость 1.5с, урон и яд по тегам огня.","Билд: огонь / Pyromancer, Reaper дебаффы · Крафт: Oil Lamp + Corrupted Crystal · Пары: Draconic Orb, Oil Lamp, Flame-крафты","Огонь не освещает. Он показывает то, что стояло в темноте, пока ты отводил взгляд.",,
belladonnas_shade,Тень белладонны,🏹☠️,legendary,Легендарный,11,оружие; яд; дальний; крафт,При попадании: 70% шанс +2 яда.,"Билд: яд / DoT, Ranger дальний бой · Крафт: Shortbow + Pestilence Flask · Пары: Pestilence Flask, Death Scythe, ядовитые питомцы","Когда-то это было оружием. Теперь — улика. Кровь здесь не красная, а цвета старой плёнки.",да,
tim,Тим,🐢,unique,Уникальный,10,питомец,"При попадании: 50% крадёт 1 бонус у врага. +5% к урону. Если у противника меньше 30% здоровья: лечит на 50 HP, +5 к самому сильному бонусу, один раз за бой.",Билд: питомцы,"Глаза у него как у игрушки из автомата: стеклянные, и в них отражается не ты.",,
axe,Топор,🪓,rare,Редкий,6,оружие; ближний; крафт,При попадании: +1 усиление. Удар 3–6 урона.,"Пары: Whetstone, Gloves of Haste","Удар им не больнее обычного. Просто после удара дольше не слышишь собственный пульс. Оставлено для тех, кто ещё помнит своё имя — топор не прощает забывчивых.",,
shell_totem,Тотем раковины,🗿,rare,Редкий,5,аксессуар; крафт; святой,"На 15% быстрее за «святой». Каждые 3.4 сек: лечит на 8 HP, если здоровье низкое.",Крафт: Shiny Shell + Shell Totem,Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,да,
whetstone,Точильный камень,🪨,common,Обычный,4,аксессуар; крафт; универсальный,В начале боя: оружие +1 урона.,Универсальный буст оружия · Крафт: Hero Sword · Пары: любое оружие (⭐),"Камень из мастерской, где давно не включают свет. Точишь им оружие — и слышишь, как за стеной кто-то тоже точит.",,
unsettling_presence,Тревожное присутствие,👁️,unique,Уникальный,10,аксессуар,"Лечение наносит 30% магического урона. Каждые 3 сек: лечит на 12 HP, тратит 1 случайный бонус. замедление 8%.",Универсальный / автономный,"Украшение с чужого запястья. Размер подходит. Это должно тревожить сильнее, чем тревожит.",,
ace_of_spades,Туз пик,🃏♠️,rare,Редкий,3,карта; крафт,При попадании: +15% урона на 4 сек. +25% урона на 4 сек.,Универсальный / автономный,Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,,
pumpkin,Тыква,🎃,unique,Уникальный,8,еда; огонь; крафт,50% оглушение. При усталости: +10 жара. Быстрее за еду.,"Билд: огонь / Pyromancer, еда / Pan · Пары: Draconic Orb, Oil Lamp, Flame-крафты · Синергия: стан → Dagger extra attack",Жар от него пахнет не дымом — горелой бумагой и чужими фотографиями.,,
storm_burst,Удар бури,🌩️,rare,Редкий,5,оружие; магия,"При активации: При активации: тратит 1 мана, следующая атака +8 урона и Магический удар 1–4 урона.",,Удар им не больнее обычного. Просто после удара дольше не слышишь собственный пульс.,,
improved_whetstone,Улучшенный точильный камень,🪨✨,uncommon,Необычный,5,аксессуар; крафт; универсальный,В начале боя: оружие +1 урона. Больше слотов для соседей.,Крафт: Whetstone + Forging Hammer,Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,да,
utility_pouch,Утилитарный мешочек,👝⚔️,unique,Уникальный,18,сумка,+8 слотов рюкзака. +30% к урону. Предметы перезаряжаются на 30% медленнее. Лечит на 35% от нанесённого урона. Каждые 5 сек: ускорить предмет на 35%.,Универсальный / автономный,"Внутри больше места, чем снаружи. Как комната, в которую ты заходишь и понимаешь — выхода не было никогда. Оставлено для тех, кто ещё помнит своё имя — утилитарный мешочек не прощает забывчивых.",,да
torch,Факел,🔦,rare,Редкий,5,аксессуар; огонь; ближний; крафт,При попадании: +1 усиление.,"Билд: огонь / Pyromancer · Крафт: Wooden Sword + Lump of Coal · Пары: Draconic Orb, Oil Lamp, Flame-крафты",Жар от него пахнет не дымом — горелой бумагой и чужими фотографиями.,да,
fanfare,Фанфары,🎺,godly,Божественный,7,аксессуар; музыка,"Каждые 3 сек: −1 выносливости врагу, оглушение 1с каждые 5 тика.",Синергия: стан → Dagger extra attack,"Украшение с чужого запястья. Размер подходит. Это должно тревожить сильнее, чем тревожит.",,
phoenix,Феникс,🔥🐦,legendary,Легендарный,10,питомец; крафт,При атаке: −10 HP. Перерождение с 6% HP.,Билд: питомцы,"Спутник не живой. Он просто ещё не понял, что давно умер — и потому остаётся рядом.",,
flute,Флейта,🎵,epic,Эпический,6,аксессуар; музыка,"На 10% быстрее за соседа. Каждые 4.7 сек: случайно: +14 блока, +2 выносливости или +2 удача.","Билд: Musical · Пары: Fanfare, Dancing Dragon","Украшение с чужого запястья. Размер подходит. Это должно тревожить сильнее, чем тревожит.",,
relic_case,Футляр реликвии,📿👜,unique,Уникальный,12,сумка,+4 слотов рюкзака. Каждые 2.5 сек: оружие внутри +1 урона.,Универсальный / автономный,"Внутри больше места, чем снаружи. Как комната, в которую ты заходишь и понимаешь — выхода не было никогда.",,да
healing_herb,Целебная трава,🌿,common,Обычный,2,еда; природа; лечение,Лечение 5 HP.,,"Запах домашний. Но дома давно нет — только эта комната и твой голод, который не утолняется.",,
healing_herbs,Целебные травы,🌿,common,Обычный,4,еда; природа,В начале боя: +2 удача. +8% к урону.,Билд: еда / Pan,На вкус как память. Неприятная. Настоящая. Ты всё равно проглотишь.,,
chain_whip,Цепной кнут,⛓️🪢,legendary,Легендарный,11,оружие; ближний; шипы; крафт,При попадании: +12 HP и +1 шип. +0.6 урона за дебафф противника.,Крафт: Thorn Whip + Forging Hammer · Berserker,"Когда-то это было оружием. Теперь — улика. Кровь здесь не красная, а цвета старой плёнки.",да,
offering_bowl,Чаша подношений,🥣,unique,Уникальный,8,сумка; аксессуар; дальний,+4 слотов рюкзака. В начале боя: +1 удача. +4 слота в контейнере. Содержимое можно переработать в магазине. В магазине превращает содержимое контейнера в пламя.,"Билд: Ranger дальний бой · Пары: Lucky Clover, Acorn Collar, Fortuna-ветка","Украшение с чужого запястья. Размер подходит. Это должно тревожить сильнее, чем тревожит.",,да
skull_badge,Черепной значок,💀,unique,Уникальный,5,аксессуар; яд; крафт,Каждые 1.5 сек: отравляет врага (1). Накладывает 1 яда. В магазине чаще встречаются предметы: жнец.,"Билд: яд / DoT · Пары: Pestilence Flask, Death Scythe, ядовитые питомцы","Капля на металле расползается медленно — как пятно на стене, которое появляется каждую ночь.",,
blueberries,Черника,🫐,rare,Редкий,2,еда; магия,Каждые 3.5 сек: +1 к самому слабому бонусу (удвоенная мана при 10+). Лечение 2 HP.,"Билд: мана / магия, еда / Pan · Пары: Mana Orb, Mana Potion, магические посохи","Магия здесь не светится. Она шепчет и портит воздух, как плесень в вентиляции.",,
garlic,Чеснок,🧄,common,Обычный,2,еда; яд; природа,"Каждые 4 сек: +3 блок, 30% снимает 1 негатива. Лечение 2 HP.","Билд: яд / DoT, еда / Pan · Пары: Pestilence Flask, Death Scythe, ядовитые питомцы","Головка, найденная в ящике стола санитарки. Запах не отталкивает нежить — он напоминает, что ты всё ещё дышишь в этом месте.",,
cap_of_discomfort,Шапка дискомфорта,🧢😣,legendary,Легендарный,14,броня; шлем; тёмный; крафт,В начале боя: −25% получаемого урона на 5с.,Билд: Reaper дебаффы · Крафт: Cap of Resilience + Corrupted Crystal,"Броня не защищает от ударов. Она защищает от осознания, что удар уже был — просто ты ещё не упал.",да,
doom_cap,Шапка рока,🎩☠️,godly,Божественный,10,броня; шлем; яд; тёмный; крафт,Каждые 3.1с: +3 яда.,"Билд: яд / DoT, Reaper дебаффы · Пары: Pestilence Flask, Death Scythe, ядовитые питомцы","Яд здесь не зелёный. Он прозрачный, как вода из крана в пустом доме.",да,
cap_of_resilience,Шапка стойкости,🧢💪,epic,Эпический,7,броня; шлем; крафт,В начале боя: получает на 25% меньше урона на 3 сек. +8% к урону.,Универсальный / автономный,"Щит тяжелее, чем кажется. Как дверь, которую ты закрывал, зная, что за ней кто-то стоит.",,
shelly,Шелли,🐚,rare,Редкий,6,питомец; святой,"На 25% чаще срабатывают эффекты предметов. На 20% быстрее за «зелья». Каждые 13 сек: снимает 6 негатива, лечит на 40 HP.",Билд: питомцы,"Спутник не живой. Он просто ещё не понял, что давно умер — и потому остаётся рядом.",да,
belladonnas_whisper,Шёпот белладонны,🏹🌿,legendary,Легендарный,13,оружие; яд; дальний; крафт,При попадании: +1 яд. +0.5 урона за дебафф противника.,"Билд: яд / DoT, Ranger дальний бой · Крафт: Bow and Arrow + Pestilence Flask · Пары: Pestilence Flask, Death Scythe, ядовитые питомцы",Удар им не больнее обычного. Просто после удара дольше не слышишь собственный пульс.,да,
thorn_whip,Шипастый кнут,🪢🌵,epic,Эпический,8,оружие; ближний; шипы; крафт,При попадании: +1 шип. +1 урона за каждый шип. Удар 4–9 урона.,"Билд: шипы · Крафт: Bloodthorne, Flame Whip · Пары: Walrus Tusk","Железо, которое не ржавеет от времени — только от того, что на него смотрят слишком долго.",,
spiked_collar,Шипастый ошейник,⭕,legendary,Легендарный,6,аксессуар; шипы; крафт,В начале боя: +1 шип. +2 защиты.,Билд: шипы / отражение,Собран из обломков чужих вещей. Здесь всё когда-нибудь становится частью чего-то худшего.,,
spiked_staff,Шипастый посох,🪄🌵,legendary,Легендарный,12,оружие; магия; ближний; шипы; крафт,"При атаке: −3 маны → +6 урона, +4 шипа, +1 урона навсегда и +2 усиления.",Крафт: Magic Staff + Spiked Collar · Berserker / шипы,"Удар им не больнее обычного. Просто после удара дольше не слышишь собственный пульс. Оставлено для тех, кто ещё помнит своё имя — шипастый посох не прощает забывчивых.",да,
spiked_shield,Шипастый щит,🛡️🌵,rare,Редкий,8,щит; броня; шипы; крафт,При блоке: 30% шанс +1 шип.,Билд: шипы / отражение · Крафт: Wooden Buckler + Walrus Tusk,"Щит тяжелее, чем кажется. Как дверь, которую ты закрывал, зная, что за ней кто-то стоит.",да,
